index,rating,text
,2,기대를 많이했는데 실망이네요... 아니 화장실 건식이어도 최소한 슬리퍼는 있어야지 않나요 ㅠㅠ 일회용품 안쓰는건 좋지만 아낄 걸 아꼈으면 해요. 화장실용 슬리퍼는 비치해주시길요!
,4,고딩때 수학여행 온거같았어요. 시설은 낙후 되었지만 엄~~~청 넓고 다음에 또 올만해요
,2,샤워장과 침대가 있는곳이 통유리 입니다. 가족이 같이갔는데  자녀들이 고등생이다보니  샤워하기가 참 곤란했습니다.  쇼파의 먼지 때문에 알레르기가 올라왔습니다..그외는 청결하고 좋았습니다..
,2,청소도 4박이상 연박해야 해주고 위치도 차가없으면 불편
,4,위치도 좋고 친절해서 좋았지만 청결도가 많이 떨어져요
,5,"숙소가 넓고 조용해서 좋았고 전망도 괜찮았어요. 침대도 편하고 깨끗했고, 수건도 냄새나지 않았어요. 그리고 지금까지 다녀본 호텔 중에 드라이기가 가장 좋았던 것 같아요. 다음에도 제주도에 가면 이용하고 싶네요!!"
,5,머무르는동안 쾌적하고 편했어요! 룸이 커서 가족단위로듀 많이오시더라구요~~ 잘 쉬었다 갑니다!!
,5,항상 이용 하는곳인데 방도 넓고 좋아요
,4,시설 좋고 실내가 아주 넓어서 좋았어요. 한라산 치유에숲등 여러 탐방지가 인근이라는 장점과 서귀포시내랑도 가까워 위치도 좋아요
,3,화장실 비데가 고장나있었고 침대가 불편한편입니다. 특히 트리플은 침대 하나가 너무 심하게 딱딱해요. 그냥 생김새만 침대고 거의 바닥이랑 동일한 수준입니다. 이건 고쳐졌으면 좋겠네요.. 트리플인데 왜 침대하나 수준이 엑스트라 베드 수준이죠?
,4,"너무 친절하시고, 공간이 매우 넓고, 조용해서 좋고, 편히 쉬다 갑니다"
,1,청소최악(의자먼지 가방두면 먼지 다묻음) 접근성최악(근처 놀곳없고 짓다만 폐건물있음/대리해서 숙소오니 주차자리까지부족)
,4,"가성비는 좋습니다만, 내부 편의점 외 주위 접근성은 좀 아쉬웠습니다."
,3,생각보다 시설이 크구 넓은게 좋았어요 다음제주도여행도 여기 오려구요
,3,스산하고 무서워요 방은 넓어요
,1,청소를 안하고 관리를 안하시는 듯.... 그냥 한 번 잘 있다가 갑니다.
,5,시설 엄청 깨끗하고 좋아요 공항 반대라 멀긴했지만 좋아용
,5,관광지에 있는거 치고 시설이 너무좋았어요
,2,가격대비 너무 아쉬워요. 전기차 충전도 무료라고 되어있는데 아니네요
,5,직원분 친절하시고 깨끗하고 접근성 너무좋아요
,1,"협재 오션뷰를 기대했지만 해수욕장 주차장뷰에 가깝습니다. 창가쪽으로 다가가야 바다를 볼 수 있었습니다. 그런데 뷰나 딱딱한 침대를 떠나서, 수건 찌든내, 욕실에 들어가자마자 보이는 머리카락 다발 때문에 더욱 실망스러웠습니다. 가격 저렴할 때 해수욕장이 메인 목적일 때 이용하시는 것을 추천합니다."
,1,"침대 머리카락은 기본이고 화장실,욕조 냄새나고 더러웠어요 수건도 그렇고 청소를 한건지 의문이네요 나름 비싸게 주고왔는데 다신오고 싶지 않아요"
,3,"위치는 너무 좋아요. 하지만 침구, 특히 베개가 너무 누릿누릿해서 놀랐고 침대가 넘 딱딱해요.. 호텔이라고 하기엔 부족합니다. 욕실 바닥도 많이 미끄러워서 조심해야 해요."
,4,"위치가 젤 좋았던 곳 같고, 부대시설도 괜찮았어요. 근데 샤워실 물이 안빠져요; 찌꺼기 나옴요.ㅜㅜ 체크아웃할때 말한다면서 깜빡했어요. 물만 잘 빠지면 괜찮을 것 같네요"
,5,불친절한거 말고는 전체적으로 무난했어요
,1,이해가 안되는 부분 친절하게 설명도 안해주고 너무너무 불친절함.  놀러와서 기분만 안좋아짐 이런 호텔 처음봐요 ;
,3,숙소 바로 앞이 협재해수욕장이라서 비양도가 보이는 뷰는 진짜 이뻤고 주변에 먹거리와 편의점도 가까워 편리했습니다 숙소도 다 좋았는데 청결에 조금 더 신경 써주셨으면 좋겠습니다 ㅠㅠ
,5,뷰가 너무 좋습니다. 사장님도 친절하시고 재방문의사 100%입니다^^
,2,당한 가격에 4인용 패밀리룸이 있어 선택했는데 방이 매우 좁았다. 우리가 묵은 3층 시티뷰 방의 뷰도 매우 안좋았다. 지은지 얼마 안 된 건물로 생각되지만 낡은 느낌이 드는 호텔이다. 지하주차장은 매우 작아 빈 자리 찾기가 어려웠다. 가격이 싸다면 잠만 자기엔 괜찮을 곳이지만 내가 간 연말 가격은 크게 싸다는 느낌은 안들었다.
,2,난방 조절기가 아래로는 안떨어지더군요 중앙난방이어서 그런지.. 그리고 자는 내내 화장실에서 물내려가는 소리 하수구 소리가 계속 났습니다 너무 불편했어요 위치는 옆에 플레이스캠프가 있어서 괜찮았습니다
,5,"객실도 깨끗하고 침구도 깨끗했습니다. 일회용품(칫솔, 치약)이 제공되지 않으니 미리 준비하시는 게 좋습니다."
,3,가격도 좋았고 위치도 모두 다 맘에들었어요. 근데 조식은... 솔직히 돈아까워서 하루만 먹고안먹었답니다.. 성인은 만오천원 다섯살짜리 우리아이는 만원... 배고파서 첫날은 먹었는데.. 그돈주고 먹고싶진않았어요..나머진 다 맘에들었습니다.수고하세요
,5,위치가 너무 좋았어요~ 협재 머무는 동안 즐겁게 여행했습니다~
,2,"욕실 냄새도 심하고 , 욕실 불도 안들어왔어요"
,5,사장님도 착하시고 너무 좋아용
,4,편의성은좋지만 방음시설이 아쉽네용 ㅠㅠ
,5,완젼 좋았습니당 객실도 깨끗하고 협재해수욕장 바로 앞이라서 접근성도 최고!! 사장님두 엄청 친절하셨어요...ㅎㅎ 가성비가 좋았던 느낌?? 만족합니다!
,4,일단 지어진지 얼마 되지 않아 전체적으로 깔끔하였다. 다만 방의 크기가 좀 작아서 딱 2명정도 사용하기에 적당할듯 하다. 화장실은 사용하기 편리하게 되어있어 좋았으며 좁은방에 비해 샤워부스는 넓은 편이어서 좋았다. 낮은층으로 배정되어 성산일출봉이 보이기는 하였으나 앞 건물이 시야를 방해해 조금 아쉬웠다 고층이면 꽤 괜찮은 전망일것 같다
,3,급하게 숙소 잡은거 치고는 너무 좋았습니다. 하지만 수영장 이용금액에 대해서는 따로 공지가 없어서 숙소금액에 포함된건줄 알았습니다. 그래서 좀 아쉬웠구요 숙소는 담배냄새가 너무 나서 머리가 아팠어요 애기랑 같이 묵었는데 다시 묵고 싶지 않았어요. 방이 에어컨을 틀어도 습했어요 바닥에 천을 깔지 말고 그냥 대리석으로 두시는게 나을듯 싶습니다. 찝찝했어요
,4,장소가 매우 동쪽으로 치우쳐있지만 여행하는데 문제없고 운전만 싫어하지않으면 해뜨는거 매일성산일출봉에서보고 하루를 시작할수있습니다. 좋았어요. 깨끗하고 편해서
,2,"시설이 깨끗. 주차 부족. 직원 교육 부족. 전반적으로 만족하나, 직원 서비스 관련하여 만족도를 다 깍아내렸습니다"
,5,"새로 지은 호텔이어서 심플하고 깔끔하며, 전망과 서비스,, 침구 등, 기본 요건이 모두 좋았고,그 중에도 조식이 특히 좋았음!"
,5,깔끔하고 위치도 좋았어요. 주차장이 협소해서 조금 고생을 했지만 1층 편의점도 좋더라구요.
,4,객실과 전망 위치또한 너무 좋았으며 가격대비 숙박을 잘 하였으나 협소한 주차장시설과 안내가 부족했던것이 아쉬웠다 미리 만차일경우 안내표지판이라도 있었으면 좋겠다.
,4,"성산일출봉에서 가깝고, 조용한 곳. 직원들도 친절하고, 새 호텔이라 그런지 깨끗했어요."
,4,시설대비 가격이 매우 좋음. 조식식당이 1층일떄는 음식품질과 환경이 더욱 좋았으나 지하로 변경되어 만족도 하락.체크아웃시 프론트데스크 여직원 매우 친절
,2,생각보다 그냥 그랬어요
,5,바다가 가까워서 좋았어요
,4,우선 위치가 너무 좋아요. 해변 바로 몇초거리구요 주차장 넓어요 객실 바다뷰 좋아요
,5,"침대가 넓어서 편안했고, 잘쉬었습니다"
,5,제주도 오랜만에가서 5성급호텔도 다 기억안나고 마지막숙소 여기가 젤 만족스러웠어요. 물론 가격대비 가성비이긴하지만손님 배려하려고 애쓰고 신경쓰신 티가 많이 느껴졌습니다.
,5,가족 넷이 이용했습니다. 공항에서 가깝고  깨끗하고 친절하시네요. 중심가에 있어서 주차가 어려울까봐 걱정했는데 바로 옆에 아이파킹 주차장을 무료로 이용할 수 있어서 좋았어요. 다음에 제주도 가면 또 이용할께요.
,5,외관보다 내부가 엄청 좋습니다. 제주시에 있어서 접근성도 좋습니다. 수건이 2장밖에 없어서 걱정했는데 청소하시는 분께 요청하니 바로 더 주셔서 좋았습니다. 객실도 엄청 깔끔합니다. 화장실이 안쪽에 있던 게 특이했어요. 그래서 그런지 방이 다른 호텔보다 넓게 느껴졌습니다. 잘 쉬고 갔습니다. 다음에 또 이용하겠습니다.
,5,객실도 깔끔하고 특히 화장실이 너무 깔끔해서 좋더라구요. 프런트 직원분들도 친절하셔서 이용하는동안 아주좋았습니다
,5,생각보다 기대이상이였어요. 마지막 숙소로 공항과 가까운곳으로 찾았던건데 직원분들이 매우매우ㅎㅎ 친절하셨고 리모델링을 해서 그런지 깔끔한 분위기에 일행들도 엄청 만족했어요. 조식은 식당에 셋팅을 따로 해주시는데 오히려 어설픈 뷔페보다 나은 느낌? 전반적으로 좋았어요.
,4,방은 조금 작지만 깨끗하고 좋았어요
,5,픽업 샌딩 서비스 잘 이용했고 깔끔해서 좋았습니다
,5,주차하기 힘들었던 것 빼고는 다 좋았어요
,5,너무 깨끗하고 조용하고 진짜 최고였어여ㅎ
,1,공항과 가깝지만 주차장도 부족하며 방음이 하나도 되지않습니다. 복도 및 다른방에서 새벽까지 떠드는 소리가 아주 잘들렸습니다.
,5,공항근처이다보니 교통이 좋았구! 체크인하고 주변에서 저녁 식사 해결했는데 호텔 근처에 먹을곳도 많고 편의시설 접근성 좋은듯 함. 직원들 친절하고 방도 깔끔해서 너무 좋았음.
,5,공항 근처 숙소 알아보다가 예약하게 됐는데 호텔도 깔끔하고 프런트 직원분들도 엄청 친절하시네요 ㅎㅎ 객실도 무료 업그레이드 해주셔서 더블싱글 있는곳에서 편하게 잤습니다! 다음에 또 이용할게요~
,5,접근성 좋고 편의시설이 많아서 이용하기 편했어요~~~ 직원분들 친절하고 너무 좋았어요~
,5,가격대비 최강 조식도 맛나고 위치 룸컨디션 다좋았습니다
,4,호텔내부는 매우 깨끗함. 근데 주차시설 연악하고 창문앞이 건물로 꽉 막혀있어 매우 답답했음
,5,조식이 아주 좋았습니다 굳굳 아침 비행기인데 공항 샌딩 해 주신 덕분에 지체하는 시간 없이 편하게 왔어요. 룸컨디션도 사진이랑 똑같았고 다음에 기회되면 재방문 의사도 있습니다 좋았어요 ^^
,5,방이 전체적으로 깔끔하고 직원분들도 친절하고 지하에 볼링장도 있어서 재밌게 놀고 쉬다 갑니다
,5,"직원분들 모두 친절하시고, 분위기 좋은 리조트였습니다. 강력추천!"
,5,잘놀다갑니다 다음에 또 이용할께요
,4,처음으로 호텔간거였는데 좋은 추억만들고 왔어요! 수영장 못간게 한이에요..ㅠㅠ 다음에는 꼭 수영장갈꺼에요!
,2,다좋은데 체크아웃하는날 아침에 샤워하고 나왔는데 샤워실 배수가 안되서 방침대아래까지 물이 다새서 옷도 다젖을뻔했네요.. 체크아웃하는날 아침에 기분이 참… 5성급 신화관이 맞는지 잘 모르겠어요
,5,너무 좋았습니다.  시설면에서 최고였고 행복한시간이 되었습니다.
,4,즐거운 추억 만들고 갑니다 !
,4,직원들은 친절하고 호텔도깔끔하고 좋았습니다. 근데  체크인할때  대기가 길어서  힘들었습니다
,3,"서비스 와 친절은 너무 좋은데 , 연인들 보단 가족들이 오는곳...."
,3,생각보다 작았는데 그냥 나름 그냥 하루 지냈어요
,3,객실은 조용해서 좋아요~ 조식은 한식 좋아하는 나에겐 조금 아쉬웠어요
,5,또다시가고싶은곳이네요~ 너무 즐거웠어요
,5,"완벽한 영어를 구사하는 친절하고 도움이되는 호스트, 제주도에 머무르는 환상적인 장소. 아침 식사는 훌륭했습니다 + 상상할 수있는 최고의 커피. 객실은 깨끗하고 새롭고 욕실은 정말 휴입니다."
,3,침구류는 괜찮았으나 면세점이 없어져서 아쉬웠습니다. 또 신화관괴 주차장이 멀어서 불편했습니다.
,2,"아이들 데리고 가긴 좋으나, 사람이 많아어 인지 비품배치나 서비스 주신다고 했는데 기다라게 하는둥 전체적으로는 비추"
,4,다 좋았는데 워터파크가 실내만 해서 조금 아쉬웠습니다..
,5,지난 제주 여행때 숙소로 다녀오고 만족해서 이번에 부모님께서 제주여행 가신다고 하시길래 예약해드렸습니다 부모님도 숙소가 너무 맘에 들었다고 하셔서 기분이 좋네요 앞으로 제주 여행때는 이곳으로 숙소를 예약할 것 같네요
,5,부대시설이 많아서 좋았어요
,2,직원분들은 친절한데 시설이 생각햇던거보다 별로였어요ㅠㅠ
,4,"클럽하우스 인근에 있는 호텔인데, 객실 컨디션 매우 깔끔. 가격대비 공간도 넉넉하여 지내기에 편하고 좋았다."
,4,호텔내부시설이 깨끗했으며 호텔조식또한 저렴한 가격에 간단하게 먹을수 있어서 좋다. 호텔 후문으로 나가면 올레시장이 있다.
,5,전망이 너무멋진 숙소 짱
,5,제주도 올 때 마다 이용하면서 세번째 이용 중인데 항상 너무 만족해요!
,5,바다 바로 앞이여서 진짜 바다뷰를 느낄수 있었고 시설이 깔끔하고 넘어서 좋았습니다:) 또한 근처에 고기집과 횟집이 있어서 좋았어요
,5,생각했던것보다 훨씬 괜찮았어요 바다 바로앞에 있고 내부인테리어도 이쁘고 콘도느낌났어용 스파비 5천원내고 이용했네용
,5,바다보면서 음식먹고  바닷소리  들으면서 자고  너무 좋아요 ㅎㅎ
,3,주차시설에 대한 다른 안내가 없으며 부족한 경우가 있었고 스파를 이용할시에는 별도로 5000원이 들어서 아쉬웠습니다. 전반적으로는 깔끔하였습니다.
,3,가성비는 좀 떨어져요
,5,방 엄청크고 깨끗하고 깔끔하고 퇴실 30분이나 늦었는데도 뭐라안하셔서 감사했다는 ㅎㅎ 오션뷰 너무좋고~~ 술먹고 늦게들어가는바람에 스파를 못쓴게 한이네요
,3,특이한구조에요~ 룸안에 스파가있어서 들어오면서 쾌쾌한 냄새가나요 블라인드에도 오염이 ㅠㅠ 1층이라 지나는길이 있어 블라인드를 내려야해서 크게 오션뷰의 의미가 없네요
,5,뷰가 좋구 테라스가 넓어서 너무 좋았어요. 드라이기 구려요.. 테라스 스파는 수영복입고 이용하시고 스파이용시 추가비용 5천원 지불해야합니다
,4,오션뷰를 보려면 이 곳이 제일 입니다~~ 따뜻할때 가면 숙소에서 즐기면서 휴가를 보낼 수 있을꺼같아요~
,5,"수영장, 테마파크까지 이용하고 객실도 너무 깔끔하고 좋아서 여기서만 온전히 하루를 보내도 부족했어요."
,5,객실 깨끗하고 직원분들 친절하셔서 좋았어요 두번째 방문임에도 좋네요!
,5,말할게 없네요..적극추천 말고는...^^
,2,깨끗하고 친절한데  샤워기 호스에서 물이 새고 방음이 안되서 윗층 소리와 다른방 소리가 크게 들리는것이 아쉬웠어요
,4,세면대 물이 잘안내려가는거 말고는 좋았습니다
,3,바닥에 먼지가 많아요... 침구도 좀 찝찝했지만 가격대비 괜찮아요 잠만 잔다면 괜찮은 것 같아요
,5,깨끗하고 공항도 가깝고 바다도 잘 보이고 좋아요
,4,위치 시설은 좋은데 조식 서비스는 그냥 그래요
,4,시설도 좋고 룸도 좋았는데 조식때 위생 관리가 덜 되는 것 같아 아쉬웠습니다. 마스크도 체크인할 때 착용해 주라는 말 한마디 뿐이었고 조식내내 사람들이 마스크 미착용한채 돌아다니더군요. 심지어 마스크 없이 입장한 사람들도 있었구요
,3,깨끗하고 다좋은데 직원들이 좀 불친절했고 조식 너무 심했음
,4,좋아욧 조식 그냥 그랬지만 이정도면 가성비 굿 ?
,5,작년에 이어서 올해 재방문 했어요~연식은 있어보여도 청결하고 직원분들 친절해서 넘 좋아요ㅎㅎ
,1,화장실에 곰팡이가 많고 일단 사진이랑 너무 달랐어요 방음도 너무 안되서 잠자는데 시끄러웠네요ㅠ
,3,객실도 깨끗하고 좋아요~~하지만 밤에 방음이 잘안되서 복도사람 소리 다들리고 303호는 tv 리모컨이 안됩니다.
,2,헤어드라이어 아주 강해서 좋았습니다. 바다 뷰 정말 좋아요. 하지만 방음이 안되는건지... 잠을 설쳤습니다. 피곤하게 일어났는데 온수도 안나오더라구요.
,4,가성비높은호텔 입니다. 근데 침대 시트/이불에 에프킬라 냄새가 많이나요..왜 그런지 궁금 하네요. 2연박 했는데..청소후 에프킬라로 마무리 하시나요.? 이것만 해결되면 괜찮은 호텔 인정합니다.
,2,화장실이무진장불편해요
,4,바다가보이는낭만이있는숙소
,5,너무친절하시고 뷰도 은근 좋아요ㅜㅜ 다음에 또오고싶어요...!!!!
,4,"방이 넓고, 분리되어 있어서 좋았습니다."
,5,"이 가격에 이 시설 말이 안 되는데.... 너무 편하게 잘 머물다 갑니다 ㅜㅜ 사장님도 친절하시고, 칫솔 안 챙겨 오셔도 걱정마세요! 칫솔 주십니다 치약도 주세요!"
,4,친구들 남자셋 여행 편히 쉬었어요. 패밀리룸 숙박했는데 거실과 침실 분리에다가 배드가 3개나 있어서 편하게 잤습니다
,3,가격대비 나쁘지 않지만 엘베가 없네요;;나름 오션뷰라 좋습니다!!
,1,다신 안올거같아요
,3,시설은 오래되어서 그렇치 가성비 좋음
,4,"리뷰보고 걱정했는데 크게 더러운 거 없었고 깨끗했어요 방에 가운은 없고, 컵이랑 커피포트있지만 냉장고안에 물은 없어서 복도에 정수기 가서 텀블러에 담아 마셨는데 끝과 끝 정수기와 방 거리라서 한참 걸었어요 방이 더럽지않아서 그럭저럭 잘 쉬다갑니다"
,4,체크인시 지켜야항 사항을 꼼꼼히 숙지 시켜주셨는데 생각보다 규칙이 많구나생각이 들었습니다. 하지만 생활해 보니 다른 리조트와 별 차이는 없고 크게 무리없이 생활이 가능했습니다. 물도 잘 나오고 방도 전반적으로 깨끗하고 좋았습니다. 가격에 비해서 충분히 만족한 서비스를 제공해 주는 추천 할만한 숙소입니다. 교통은 자차를 사용하시면 문제없이 어디든 가깝게 이동이 가능합니다.
,1,갈만함 곳이 없어 갔지만 다시 가지는 않을것.붙어 있는게 아닌 호텔 리조트 주소는 호텔꺼만 등록해두고 거기에 대한 배려가 없음.문자 안내로 투숙인원 추가시 요금발생 한다고 보낼깨 주조 확인 해라고 한줄만 추가하면 될것을 빈번이 발생하는거 같은데 업데이트가 없네
,1,너무 더러워요.... 침대위에도 먼지 침대아래에도 봤더니 먼지..너무..더러웠어요 컵도 그냥 먼지가...후... 아무리 뭐해도 청결은 신경써주세요…
,3,가격은 저렴해서 좋았는데 건물이 너무 오래됐어요
,5,가성비 좋은 호텔에서 잘 묵고갑니다~ 가격대비 좋아요! 추천해여
,5,제주도 갈때마다 항상 가는곳이에요ㅎㅎ잘 지내고 왔습니다~^^
,4,프론트 서비스는 좋았지만 청소팀은 엉망인듯...수건도 다 찢어진거 주고 연박함 재정비 잘 안해주고 다른방 청소할때 엄청 시끄러워 편히 쉴수 없었어요
,2,조금 아쉬웠던 숙소였어요 ㅜㅜ
,5,너무 행복한시간 보냈어요!  해외여행 비싼 호텔도 다녔었는데 여러면을 고려해서 최고의 숙소였습니다.
,5,멋지고 스파도 좋고 탁월한 선택이었어요~^^
,5,깨끗하고 좋습니다
,5,사장님이친절하세요.여름에 풀이용하러 또 오고싶습니다
,5,아담하고 이쁜숙소였습니다.
,2,스파 스위치도 제대로 안알려주시고..겨울이라 안되는줄 알았는데 나중에 스위치를 발견했고요. 커피머신도 하자가 있는지 물이 줄줄 새더라구요.욕실사용이나 난방가동은 뭐 불편함없이 이용했는데 테라스에서도 흡연은 안돼서 흡연하시는 분들 참고하셔야 될거같아요. 별로였습니다... 돈아까운 느낌
,4,일단 사장님께서 너무친절하셔서 너무좋앗어요! 숙소도 너무이쁘고 수영장도 생각보다 크고 깊어서 너무좋앗은데 수영장이랑 방안에 벌레들이 많아가지구.. ㅠㅠ그게너무신경쓰엿습니다 ㅠ 그거빼고는 다 만족스러워요!
,4,전반적인 시설과 서비스는 만족.일부 시설보수 필요
,5,벌써 세번째갑니다ㅎ 조용하고 한적한거좋아하시면 추천이요
,5,내부는 청결하고 따뜻했습니다. 나는 민중곡에서 친구들과 많은 양육과 좋은 저녁 식사를했습니다. 그들은 내 여행을 훨씬 더 재미 있고 잊을 수없는 추억으로 만들었습니다.
,5,제주오면 항상 마지막날에는 탑동인근에 머무는데 휘슬락호텔은 첨이용 항구방향 제주 마지막보내기에는 좋네요 객실컨디션도 양호합니다
,5,이제 체크인을 했는데 들어오자마자 너무 쾌적하네용 히터도 빵빵하게 틀 수 있고 너무 좋아요 항구 전망인데 너무 너무 너무 좋아요
,4,친구랑 왔는데 시내랑도 가깝고 좋아요 밤에 늦게 도착했는데 주차장이 만차...밖에 소음이 좀 있지만 전체적으로 편안하고 좋아요
,2,조용하고 편안한 분위기 찾았다가 안주인의 불친절에 아까운 저녁시간 만 날렸네요. 손님이 있으면 최소한의 예의는 지켜주셔야되지 않나요? 음악은 음악대로..TV는 TV대로..손님은 안중에도없이 식구끼리 떠들고...도마질은 부엌에서 하시든지 아니면 좀 떨어져 하시던지..아침식사 문의에는 귀찮다는 식의 무 응답…
,5,"전체적으로 깔끔합니다. 청소상태 양호하고, 각종 집기류 다 깨끗합니다. 문화가 있는 것도 좋습니다. 집장사들이 지은 보급형 게스트하우스가 아니라, 주변 풍광과 잘 어울리는 공간이라 사진찍기도 좋습니다. 제주도의 푸른바다와 흰 건물은 마치 이탈리아의 휴양지에 온것 같은 느낌을 줍니다. 그리고 압권은 뭐니뭐니해도 커피숍과 테라슨데, 그곳에 앉아서 책 한권 읽으면 정말 영화의 한장면에 들어온 것만 같은 느낌입니다."
,5,돌담에서의 시간에 아주 만족했습니다. 스태프들은 아주 친절했습니다. 이 곳에 있는 동안 행복했고 봄에 자전거를 가지고 다시 올 계획입니다. 방에서의 경치또한 아주 아름다웠고 추운 겨울에도 안은 따뜻했습니다. 따스한 정에 감사드립니다.
,5,좋아요 프론트도 친절하고 체계적이에여 다만 아쉬운점이 있다면 수압이 쎄지 않은데 소리만 좀 요란함 ㅋㅋ 잘쉬다감다!
,5,출장시 항상 이용하는 업소로 조용하고 좋아요!
,5,친구들이랑 함께 투숙했는데 깨끗하고 조식도 맛있었어요
,5,청결하고 좋아요 가성비 좋은거같습니다
,3,찾을 때 복잡하긴 했지만 친절하시고 객실 컨디션 좋았어요 커튼이 조금만 더 어두웠으면 ㅠㅠ
,5,가성비 좋은거 같아요 다음에 또 이용하고 싶네요 조식도 맛있어요
,5,"장소도 좋고, 근처에 맛집도 많고 편리한 호텔입니다. 방은 청결하고 마음에 들었어요."
,4,방이 좀 낡은 느낌이 있었습니다만 대체적으로 만족했습니다.
,4,무료로 레이트체크아웃도 해주실 수 있다고 친절하게 먼저 얘기해주셔서 감사했습니다 직원분들 너무 친절하세요!
,3,만족해요 근데 소음 너무 심하고 방음 안돼요.
,4,처음 배정받은 방에 냄새나서 요청했더니 바로 방도 바꿔주셨고 나머지 서비스도 좋았습니다. 가성비로 하루 머물기 참 좋았어요
,5,다시오고싶어요 뷰가짱이에요~
,4,샤워기가 문제가 있어서 살짝 아쉬웠어요
,5,짧은 시간 머물기에 좋았습니다. 요즘 같을 때에는 호텔 데이트가 좋은 것 같네요!
,5,조식도 나쁘지 않았고 정당한 가격으로 잘 이용했습니다
,5,벌써 두번째 이용을 했지만 정말 갈때마다 최고였고 가장 큰 장점은 늦은퇴실!! 잠이 많은 커플이여서 정말 늦은 퇴실은 꿀입니다.
,5,아주 만족스럽게 이용했고 방음이 잘 안되네요 ㅠㅠ
,3,여기는 손님도 많고 그런데 직원은 꼭 가면 한명 아니면 두명이서 포화상태로 손님이 기다리는데.. 직원을 충원 할 생각을 안함요 ㅜㅜ
,3,화장실 악취.. 방음.. 방음은 어쩔수 없다지만 화장실은 꼭 개선해야겠네요.
,4,만족했습니다. 체크인 체크아웃 동선만 정리 잘됐다면 더 좋았을것 같아요 또 가고싶은 생각이 있어요
,5,화장실에서 냄새 올라오는 방을 주셔서 이번엔 불편했어요.
,5,주차공간도 많고 잘쉬다갑니다 흠 잡을거없이 좋았어요
,3,가격대비 좋아요 충전기는 개별적으로 가져가세용
,3,"평이했습니다 침대가 편하지는 않았는데 뭐,, 저렴하니까요"
,5,세면대도 2개 22층 숙박했는데 샤워기 물이 수압이 약해서 당황!!
,4,그냥 그냥 저렴한 맛에 가기 좋아요 ㅎ
,3,리모컨이 제대로 작동하지 않았습니다.
,4,서비스 좋으나 청결하지못합니다
,4,깔끔했어요 쉬기 좋아요 조용해서 맘에 들어요
,4,대체적으로 직원분들도 친절하셨고 깔끔하고 좋았습니다
,5,가족여행으로 갔는데 너무너무 멋있고 만족스러웠습니다!
,5,"직원분들 모두 너무 친절하시고, 방이 정말 너무 넓어서 좋았네요!"
,5,"신혼여행 숙소로 잡았는데 뷰,시설 모두 좋았습니다"
,5,"넘 좋아요 다녀봤던 호텔 중에 진짜 손에 꼽게 좋았어요! 깔끔하고 예쁘고 뷔페도 진짜,, 엄청 신선하고 맛있었어요ㅠ 다시 갈거에요!"
,5,너무 좋았습니다 야외 수영장 실내 수영장 모두 좋았습니다 침대도 엄청 커서 좋았어요 실내 고급스럽습니다 다음에도 갈께요~~
,5,객실이 너무 넓고 쾌적했고 신혼여행이라고 했더니 뷰가 좋은 곳으로 방을 주셔서 감사했습니다
,4,객실은 좋았는데 냉난방이 제대로 동작하지 않아 고생했습니다.
,5,숙소에 들어가는 순간 우와하고 소리지르고 좋다 연발하고 가본 호텔 중에는 가장 좋았어요 또 가고 싶은 호텔이네요 굿굿
,5,역시 특급호텔입니다 신혼여행이라구 마카롱도 넣어주고 조식뷔페도 맛나고 아주 알차게 잘다녀왔어요 아주 청결해요
,5,깨끗하고 조용하게 잘쉬다가갑니다 조식도 마음에들었어요!~
,5,최고의 시티뷰 호텔입니다 강력추천합니다
,5,아주 편하게 잘 쉬었습니다. 호캉스 할때 또 이용할 생각이에요~!
,5,너무 좋았어요 진심 호텔에서만 있었어요 ㅎㅎ
,5,2박 놀다가요! 전망이 너무 좋아요
,5,"늦은 체크인으로, 특전 상품은 쓰지 못했으나 숙소 자체는 좋았습니다."
,5,제주에서 묵었던 숙소중에 원탑이었어요.. 제자 갈때마다 방문하기로 마음먹었습니당
,5,"태풍오는날 숙박했지만, 호텔 컨디션과 오션뷰 매우 만족합니다 ㅎ"
,5,아주좋아요 진짜 가본 호텔중에 넓고 청결하고 부대시설 짱
,5,객실도 넓고 수영장도 좋았습니다. 다만 조식이 좀 부실했던것 같아요..
,5,깔끔하고 서비스도 너무 좋았어요. 다음에 제주도 방문할때 다시 갈 예정입니다
,5,기본 객실임에도 불구하고 넓어서 좋았구요 청결 상태도 너무 좋았습니다 직원 서비스도 훌륭했습니다
,5,너무 좋아서 여름휴가때 예약 다시했습니다 ~
,5,체크인할때 30분가량 걸렸는데 그것말고는 잘 즐기다가 나왔음
,5,다른호텔보다 기본룸이 넓고 쾌적합니다. 호텔내 식음료 매장의 가격이 합리적입니다.
,5,도심속 5성급 호텔답게 럭셔리하네여 아침 조식도 맛있고 잘 쉬다가요
,5,완벽그자체 서울오성급호텔들보다 좋았어요 여긴 또 오고싶어요 ㅎㅎ
,3,가격은 저렴했지만 침대는 조금 불편합니다. 인테리어도 저랑은 안맞는듯합니다
,5,최고입니다 첫날 1박하고 넘 좋아서 1박 더했습니다 뷰도 룸상태도 침대도 넘 좋습니다~~
,5,당일 예약하고 갔는데 시설도 깨끗하고 직원분들도 친절하시고 좋았어요! 방음이 잘 안된다는게 살짝 아쉬웠습니다.
